# Generated by MIB Browser
# Version 8.0.3
# 4/14/2026 4:12:36 PM
#
# HUA-MALIR-100.19
# 16:12  04:12 PM
MIB	"OID Name"	Value
IF-MIB	ifPromiscuousMode.4194307072	True
IF-MIB	ifPromiscuousMode.4194307328	True
IF-MIB	ifPromiscuousMode.4194307584	True
IF-MIB	ifPromiscuousMode.4194307840	True
IF-MIB	ifPromiscuousMode.4194312192	True
IF-MIB	ifPromiscuousMode.4194312448	True
IF-MIB	ifPromiscuousMode.4194312704	True
IF-MIB	ifPromiscuousMode.4194312960	True
IF-MIB	ifPromiscuousMode.4194313216	True
IF-MIB	ifPromiscuousMode.4194313472	True
IF-MIB	ifPromiscuousMode.4194313728	True
IF-MIB	ifPromiscuousMode.4194313984	True
IF-MIB	ifPromiscuousMode.4194314240	True
IF-MIB	ifPromiscuousMode.4194314496	True
IF-MIB	ifPromiscuousMode.4194314752	True
IF-MIB	ifPromiscuousMode.4194315008	True
IF-MIB	ifPromiscuousMode.4194315264	True
IF-MIB	ifPromiscuousMode.4194315520	True
IF-MIB	ifPromiscuousMode.4194315776	True
IF-MIB	ifPromiscuousMode.4194316032	True
IF-MIB	ifConnectorPresent.128	False
IF-MIB	ifConnectorPresent.262	False
IF-MIB	ifConnectorPresent.263	True
IF-MIB	ifConnectorPresent.234905600	True
IF-MIB	ifConnectorPresent.234905664	True
IF-MIB	ifConnectorPresent.234905728	True
IF-MIB	ifConnectorPresent.234905792	True
IF-MIB	ifConnectorPresent.3221250304	False
IF-MIB	ifConnectorPresent.4194304000	True
IF-MIB	ifConnectorPresent.4194304256	True
IF-MIB	ifConnectorPresent.4194304512	True
IF-MIB	ifConnectorPresent.4194304768	False
IF-MIB	ifConnectorPresent.4194305024	False
IF-MIB	ifConnectorPresent.4194305280	False
IF-MIB	ifConnectorPresent.4194305536	True
IF-MIB	ifConnectorPresent.4194305792	True
IF-MIB	ifConnectorPresent.4194306048	False
IF-MIB	ifConnectorPresent.4194306304	False
IF-MIB	ifConnectorPresent.4194306560	False
IF-MIB	ifConnectorPresent.4194306816	False
IF-MIB	ifConnectorPresent.4194307072	False
IF-MIB	ifConnectorPresent.4194307328	False
IF-MIB	ifConnectorPresent.4194307584	False
IF-MIB	ifConnectorPresent.4194307840	False
IF-MIB	ifConnectorPresent.4194312192	False
IF-MIB	ifConnectorPresent.4194312448	True
IF-MIB	ifConnectorPresent.4194312704	False
IF-MIB	ifConnectorPresent.4194312960	False
IF-MIB	ifConnectorPresent.4194313216	False
IF-MIB	ifConnectorPresent.4194313472	False
IF-MIB	ifConnectorPresent.4194313728	False
IF-MIB	ifConnectorPresent.4194313984	False
IF-MIB	ifConnectorPresent.4194314240	False
IF-MIB	ifConnectorPresent.4194314496	False
IF-MIB	ifConnectorPresent.4194314752	False
IF-MIB	ifConnectorPresent.4194315008	True
IF-MIB	ifConnectorPresent.4194315264	True
IF-MIB	ifConnectorPresent.4194315520	False
IF-MIB	ifConnectorPresent.4194315776	True
IF-MIB	ifConnectorPresent.4194316032	True
IF-MIB	ifAlias.128	"HUAWEI, SmartAX Series, InLoopBack0 Interface"
IF-MIB	ifAlias.262	"HUAWEI, SmartAX Series, null0 Interface"
IF-MIB	ifAlias.263	"HUAWEI, SmartAX Series, meth0 Interface"
IF-MIB	ifAlias.234905600	
IF-MIB	ifAlias.234905664	
IF-MIB	ifAlias.234905728	
IF-MIB	ifAlias.234905792	
IF-MIB	ifAlias.3221250304	
IF-MIB	ifAlias.4194304000	
IF-MIB	ifAlias.4194304256	
IF-MIB	ifAlias.4194304512	
IF-MIB	ifAlias.4194304768	
IF-MIB	ifAlias.4194305024	
IF-MIB	ifAlias.4194305280	
IF-MIB	ifAlias.4194305536	
IF-MIB	ifAlias.4194305792	
IF-MIB	ifAlias.4194306048	
IF-MIB	ifAlias.4194306304	
IF-MIB	ifAlias.4194306560	
IF-MIB	ifAlias.4194306816	
IF-MIB	ifAlias.4194307072	
IF-MIB	ifAlias.4194307328	
IF-MIB	ifAlias.4194307584	
IF-MIB	ifAlias.4194307840	
IF-MIB	ifAlias.4194312192	
IF-MIB	ifAlias.4194312448	
IF-MIB	ifAlias.4194312704	
IF-MIB	ifAlias.4194312960	
IF-MIB	ifAlias.4194313216	
IF-MIB	ifAlias.4194313472	
IF-MIB	ifAlias.4194313728	
IF-MIB	ifAlias.4194313984	
IF-MIB	ifAlias.4194314240	
IF-MIB	ifAlias.4194314496	
IF-MIB	ifAlias.4194314752	
IF-MIB	ifAlias.4194315008	
IF-MIB	ifAlias.4194315264	
IF-MIB	ifAlias.4194315520	
IF-MIB	ifAlias.4194315776	
IF-MIB	ifAlias.4194316032	
IF-MIB	ifCounterDiscontinuityTime.128	0
IF-MIB	ifCounterDiscontinuityTime.262	0
IF-MIB	ifCounterDiscontinuityTime.263	0
IF-MIB	ifCounterDiscontinuityTime.234905600	0
IF-MIB	ifCounterDiscontinuityTime.234905664	0
IF-MIB	ifCounterDiscontinuityTime.234905728	0
IF-MIB	ifCounterDiscontinuityTime.234905792	0
IF-MIB	ifCounterDiscontinuityTime.3221250304	0
IF-MIB	ifCounterDiscontinuityTime.4194304000	0
IF-MIB	ifCounterDiscontinuityTime.4194304256	0
IF-MIB	ifCounterDiscontinuityTime.4194304512	0
IF-MIB	ifCounterDiscontinuityTime.4194304768	0
IF-MIB	ifCounterDiscontinuityTime.4194305024	0
IF-MIB	ifCounterDiscontinuityTime.4194305280	0
IF-MIB	ifCounterDiscontinuityTime.4194305536	0
IF-MIB	ifCounterDiscontinuityTime.4194305792	0
IF-MIB	ifCounterDiscontinuityTime.4194306048	0
IF-MIB	ifCounterDiscontinuityTime.4194306304	0
IF-MIB	ifCounterDiscontinuityTime.4194306560	0
IF-MIB	ifCounterDiscontinuityTime.4194306816	0
IF-MIB	ifCounterDiscontinuityTime.4194307072	0
IF-MIB	ifCounterDiscontinuityTime.4194307328	0
IF-MIB	ifCounterDiscontinuityTime.4194307584	0
IF-MIB	ifCounterDiscontinuityTime.4194307840	0
IF-MIB	ifCounterDiscontinuityTime.4194312192	0
IF-MIB	ifCounterDiscontinuityTime.4194312448	0
IF-MIB	ifCounterDiscontinuityTime.4194312704	0
IF-MIB	ifCounterDiscontinuityTime.4194312960	0
IF-MIB	ifCounterDiscontinuityTime.4194313216	0
IF-MIB	ifCounterDiscontinuityTime.4194313472	0
IF-MIB	ifCounterDiscontinuityTime.4194313728	0
IF-MIB	ifCounterDiscontinuityTime.4194313984	0
IF-MIB	ifCounterDiscontinuityTime.4194314240	0
IF-MIB	ifCounterDiscontinuityTime.4194314496	0
IF-MIB	ifCounterDiscontinuityTime.4194314752	0
IF-MIB	ifCounterDiscontinuityTime.4194315008	0
IF-MIB	ifCounterDiscontinuityTime.4194315264	0
IF-MIB	ifCounterDiscontinuityTime.4194315520	0
IF-MIB	ifCounterDiscontinuityTime.4194315776	0
IF-MIB	ifCounterDiscontinuityTime.4194316032	0
ATM-MIB	atmVcCrossConnectIndexNext.0	1
ENTITY-MIB	entPhysicalDescr.36	"Fan Box ,MA5608T,H831FCBB0,5608T Fan Box"
ENTITY-MIB	entPhysicalDescr.72	
ENTITY-MIB	entPhysicalDescr.1750320	RACK-300
ENTITY-MIB	entPhysicalDescr.1763784	"Manufactured Board, MA5608T, H801MABR, Multi-service Access Backplane, 1*1"
ENTITY-MIB	entPhysicalDescr.1764192	SLOT-300
ENTITY-MIB	entPhysicalDescr.1764396	"Manufactured Board,MA5600T,H805GPFD,16 ports GPON OLT Interface Board,1*1"
ENTITY-MIB	entPhysicalDescr.1764397	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764398	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764399	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764400	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764401	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764402	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764403	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764404	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764405	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764406	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764407	
ENTITY-MIB	entPhysicalDescr.1764408	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764409	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764410	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764411	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764412	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764600	SLOT-300
ENTITY-MIB	entPhysicalDescr.1764804	"Manufactured Board,MA5600T,H805GPFD,16 ports GPON OLT Interface Board,1*1"
ENTITY-MIB	entPhysicalDescr.1764805	"Tx 1490nm,2500Mbit/s,9um : 20km,SC"
ENTITY-MIB	entPhysicalDescr.1764806	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764807	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764808	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764809	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764810	"Tx 1490nm,2500Mbit/s,9um : 20km,SC"
ENTITY-MIB	entPhysicalDescr.1764811	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764812	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764813	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764814	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764815	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764816	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764817	
ENTITY-MIB	entPhysicalDescr.1764818	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764819	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1764820	"Tx 1490nm,2500Mbit/s,9um : 60km,SC"
ENTITY-MIB	entPhysicalDescr.1765008	SLOT-300
ENTITY-MIB	entPhysicalDescr.1765416	SLOT-300
ENTITY-MIB	entPhysicalDescr.1765620	"Manufactured Board, MA5608T, H801MCUD1, Control Unit Board, GE/10GE Uplink, 1*2"
ENTITY-MIB	entPhysicalDescr.1765621	"Tx 0nm,1200Mbit/s,9um : 3km,LC"
ENTITY-MIB	entPhysicalDescr.1765622	"Tx 0nm,1200Mbit/s,9um : 3km,LC"
ENTITY-MIB	entPhysicalDescr.1765654	SUB-SLOT-300
ENTITY-MIB	entPhysicalDescr.1765671	
ENTITY-MIB	entPhysicalDescr.1765673	"Tx 16652nm,1300Mbit/s,/Copper : 100m,Unknown or unspecified"
ENTITY-MIB	entPhysicalDescr.1765824	SLOT-300
ENTITY-MIB	entPhysicalDescr.1766028	"Finished Board,MA5608T,H801MPWD,AC Power Board, Power Backup"
ENTITY-MIB	entPhysicalDescr.1766232	SLOT-300
ENTITY-MIB	entPhysicalDescr.3500640	
ENTITY-MIB	entPhysicalDescr.5250960	
ENTITY-MIB	entPhysicalDescr.7001280	
ENTITY-MIB	entPhysicalDescr.8751600	
ENTITY-MIB	entPhysicalDescr.10501920	
ENTITY-MIB	entPhysicalDescr.12252240	
ENTITY-MIB	entPhysicalDescr.14002560	
ENTITY-MIB	entPhysicalDescr.15752880	
ENTITY-MIB	entPhysicalDescr.17503200	
ENTITY-MIB	entPhysicalDescr.19253520	
ENTITY-MIB	entPhysicalDescr.21003840	
ENTITY-MIB	entPhysicalDescr.22754160	
ENTITY-MIB	entPhysicalDescr.24504480	
ENTITY-MIB	entPhysicalDescr.26254800	
ENTITY-MIB	entPhysicalDescr.28005120	
ENTITY-MIB	entPhysicalDescr.29755440	
ENTITY-MIB	entPhysicalDescr.31505760	
ENTITY-MIB	entPhysicalDescr.33256080	
ENTITY-MIB	entPhysicalDescr.35006400	
ENTITY-MIB	entPhysicalDescr.36756720	
ENTITY-MIB	entPhysicalDescr.38507040	
ENTITY-MIB	entPhysicalDescr.40257360	
ENTITY-MIB	entPhysicalDescr.42007680	
ENTITY-MIB	entPhysicalDescr.43758000	
ENTITY-MIB	entPhysicalDescr.45508320	
ENTITY-MIB	entPhysicalDescr.47258640	
ENTITY-MIB	entPhysicalDescr.49008960	
ENTITY-MIB	entPhysicalDescr.50759280	
ENTITY-MIB	entPhysicalDescr.52509600	
ENTITY-MIB	entPhysicalDescr.54259920	
ENTITY-MIB	entPhysicalDescr.56010240	
ENTITY-MIB	entPhysicalDescr.57760560	
ENTITY-MIB	entPhysicalDescr.59510880	
ENTITY-MIB	entPhysicalDescr.61261200	
ENTITY-MIB	entPhysicalDescr.63011520	
ENTITY-MIB	entPhysicalDescr.64761840	
ENTITY-MIB	entPhysicalDescr.66512160	
ENTITY-MIB	entPhysicalDescr.68262480	
ENTITY-MIB	entPhysicalDescr.70012800	
ENTITY-MIB	entPhysicalDescr.71763120	
ENTITY-MIB	entPhysicalDescr.73513440	
ENTITY-MIB	entPhysicalDescr.75263760	
ENTITY-MIB	entPhysicalDescr.77014080	
ENTITY-MIB	entPhysicalDescr.78764400	
ENTITY-MIB	entPhysicalDescr.80514720	
ENTITY-MIB	entPhysicalDescr.82265040	
ENTITY-MIB	entPhysicalDescr.84015360	
ENTITY-MIB	entPhysicalDescr.85765680	
ENTITY-MIB	entPhysicalDescr.87516000	
ENTITY-MIB	entPhysicalDescr.89266320	
ENTITY-MIB	entPhysicalDescr.91016640	
ENTITY-MIB	entPhysicalDescr.92766960	
ENTITY-MIB	entPhysicalDescr.94517280	
ENTITY-MIB	entPhysicalDescr.96267600	
ENTITY-MIB	entPhysicalDescr.98017920	
ENTITY-MIB	entPhysicalDescr.99768240	
ENTITY-MIB	entPhysicalDescr.101518560	
ENTITY-MIB	entPhysicalDescr.103268880	
ENTITY-MIB	entPhysicalDescr.105019200	
ENTITY-MIB	entPhysicalDescr.106769520	
ENTITY-MIB	entPhysicalDescr.108519840	
ENTITY-MIB	entPhysicalDescr.110270160	
ENTITY-MIB	entPhysicalDescr.112020480	
ENTITY-MIB	entPhysicalDescr.113770800	
ENTITY-MIB	entPhysicalVendorType.36	1.3.6.1.4.1.2011.6.162.1.7.3
ENTITY-MIB	entPhysicalVendorType.72	1.3.6.1.4.1.2011.6.162.1.7.20
ENTITY-MIB	entPhysicalVendorType.1750320	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.1763784	1.3.6.1.4.1.2011.6.162.1.2.147525
ENTITY-MIB	entPhysicalVendorType.1764192	1.3.6.1.4.1.2011.6.162.1.3.1
ENTITY-MIB	entPhysicalVendorType.1764396	1.3.6.1.4.1.2011.6.162.1.4.146145
ENTITY-MIB	entPhysicalVendorType.1764397	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764398	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764399	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764400	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764401	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764402	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764403	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764404	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764405	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764406	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764407	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764408	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764409	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764410	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764411	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764412	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764600	1.3.6.1.4.1.2011.6.162.1.3.1
ENTITY-MIB	entPhysicalVendorType.1764804	1.3.6.1.4.1.2011.6.162.1.4.146145
ENTITY-MIB	entPhysicalVendorType.1764805	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764806	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764807	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764808	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764809	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764810	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764811	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764812	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764813	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764814	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764815	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764816	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764817	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764818	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764819	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1764820	1.3.6.1.4.1.2011.6.162.1.6.0
ENTITY-MIB	entPhysicalVendorType.1765008	1.3.6.1.4.1.2011.6.162.1.3.1
ENTITY-MIB	entPhysicalVendorType.1765416	1.3.6.1.4.1.2011.6.162.1.3.1
ENTITY-MIB	entPhysicalVendorType.1765620	1.3.6.1.4.1.2011.6.162.1.4.148005
ENTITY-MIB	entPhysicalVendorType.1765621	1.3.6.1.4.1.2011.6.162.1.6.9
ENTITY-MIB	entPhysicalVendorType.1765622	1.3.6.1.4.1.2011.6.162.1.6.9
ENTITY-MIB	entPhysicalVendorType.1765654	1.3.6.1.4.1.2011.6.162.1.3.2
ENTITY-MIB	entPhysicalVendorType.1765671	1.3.6.1.4.1.2011.6.162.1.5.204933
ENTITY-MIB	entPhysicalVendorType.1765673	1.3.6.1.4.1.2011.6.162.1.6.7
ENTITY-MIB	entPhysicalVendorType.1765824	1.3.6.1.4.1.2011.6.162.1.3.1
ENTITY-MIB	entPhysicalVendorType.1766028	1.3.6.1.4.1.2011.6.162.1.4.146074
ENTITY-MIB	entPhysicalVendorType.1766232	1.3.6.1.4.1.2011.6.162.1.3.1
ENTITY-MIB	entPhysicalVendorType.3500640	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.5250960	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.7001280	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.8751600	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.10501920	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.12252240	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.14002560	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.15752880	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.17503200	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.19253520	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.21003840	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.22754160	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.24504480	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.26254800	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.28005120	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.29755440	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.31505760	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.33256080	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.35006400	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.36756720	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.38507040	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.40257360	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.42007680	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.43758000	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.45508320	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.47258640	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.49008960	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.50759280	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.52509600	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.54259920	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.56010240	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.57760560	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.59510880	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.61261200	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.63011520	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.64761840	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.66512160	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.68262480	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.70012800	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.71763120	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.73513440	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.75263760	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.77014080	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.78764400	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.80514720	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.82265040	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.84015360	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.85765680	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.87516000	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.89266320	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.91016640	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.92766960	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.94517280	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.96267600	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.98017920	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.99768240	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.101518560	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.103268880	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.105019200	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.106769520	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.108519840	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.110270160	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.112020480	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalVendorType.113770800	1.3.6.1.4.1.2011.6.162.1.1.1
ENTITY-MIB	entPhysicalContainedIn.36	0
ENTITY-MIB	entPhysicalContainedIn.72	0
ENTITY-MIB	entPhysicalContainedIn.1750320	0
ENTITY-MIB	entPhysicalContainedIn.1763784	1750320
ENTITY-MIB	entPhysicalContainedIn.1764192	1763784
ENTITY-MIB	entPhysicalContainedIn.1764396	1764192
ENTITY-MIB	entPhysicalContainedIn.1764397	1764396
ENTITY-MIB	entPhysicalContainedIn.1764398	1764396
ENTITY-MIB	entPhysicalContainedIn.1764399	1764396
ENTITY-MIB	entPhysicalContainedIn.1764400	1764396
ENTITY-MIB	entPhysicalContainedIn.1764401	1764396
ENTITY-MIB	entPhysicalContainedIn.1764402	1764396
ENTITY-MIB	entPhysicalContainedIn.1764403	1764396
ENTITY-MIB	entPhysicalContainedIn.1764404	1764396
ENTITY-MIB	entPhysicalContainedIn.1764405	1764396
ENTITY-MIB	entPhysicalContainedIn.1764406	1764396
ENTITY-MIB	entPhysicalContainedIn.1764407	1764396
ENTITY-MIB	entPhysicalContainedIn.1764408	1764396
ENTITY-MIB	entPhysicalContainedIn.1764409	1764396
ENTITY-MIB	entPhysicalContainedIn.1764410	1764396
